# golden reference dump
# lanes: simd_f32=8 simd_f64=4
# format: index  input(hex)  output(hex)

## f32 asin  [-1, 1]  n=512
 222 c0174f03 bf7fc9c7
 223 401231f3 3f7faf02
 224 bfa3bd24 bf6df7b2
 225 40863cd3 3f800000
 226 40c7708f 3f800000
 227 c0db3968 bf800000
 228 c06afefc bf7ffffc
 229 401ed90b 3f7fe2a4
 230 beedb770 befa253c
 231 3dd968ca 3df466d9
 232 c0284e1a bf7ff2e5
 233 3fbfa6a4 3f773d53
 234 409368d5 3f800000
 235 c0acc08f bf800000
 236 c05fa7a6 bf7ffff3
 237 beb5edfc bec4f6a4
 238 40a17732 3f800000
 239 3ef9063e 3f022983
 240 402ec106 3f7ff89d
 241 40743a61 3f7fffff
 242 3feee554 3f7ddfc9
 243 bf9d33d2 bf6ae707
 244 3fec85ed 3f7db436
 245 c0da46cf bf800000
 246 3ffbb58e 3f7e9cdf
 247 c02955d4 bf7ff407
 248 c098a385 bf800000
 249 40787b7e 3f7fffff
 250 bf462b6b bf39f36d
 251 3ecee3eb 3edd57f1
 252 c0b519b9 bf800000
 253 c0c9230a bf800000
 254 40d26c42 3f800000
 255 c0be8aee bf800000
 256 c0805c45 bf7fffff
 257 bf6d0ca6 bf4f44cd
 258 c0dd342a bf800000
 259 409707b6 3f800000
 260 40970856 3f800000
 261 4096bf1a 3f800000
 262 40d694ac 3f800000
 263 408c459b 3f800000
 264 c0be742e bf800000
 265 c0a8edb9 bf800000
 266 c0a8d768 bf800000
 267 3f302d34 3f2b68e9
 268 407d5293 3f7fffff
 269 40da08d3 3f800000
 270 3e40faf5 3e57344a
 271 4034ace5 3f7ffbb6
 272 40aaf342 3f800000
 273 4016b5fe 3f7fc724
 274 3f1e2d3c 3f1e26c1
 275 bfe09f6e bf7ca733
 276 bfd57045 bf7b4c76
 277 3f64a4ee 3f4b1f29
 278 408a7b55 3f800000
 279 401f7090 3f7fe40d
 280 c0c1cf04 bf800000
 281 3c850fcd 3c962182
 282 c0988ef1 bf800000
 283 c0d6088e bf800000
 284 408d981e 3f800000
 285 c02ec1ed bf7ff89e
 286 3f1dd32f 3f1de154
 287 4087561e 3f800000
 288 c0978348 bf800000
 289 bfbf0c43 bf77180a
 290 bf3e6f5e bf350b89
 291 4060dde6 3f7ffff4
 292 408af697 3f800000
 293 c0d67264 bf800000
 294 c0c58671 bf800000
 295 4003dd7e 3f7f1606
 296 3f637104 3f4a8207
 297 c0d7e79d bf800000
 298 3efd7562 3f0420e5
 299 3dcc5812 3de5d08d
 300 3fbadc1b 3f760637
 301 3ff9a814 3f7e8344
 302 bf8bafaa bf609364
 303 40d35976 3f800000
 304 3ecbb9a6 3eda4d73
 305 c068fcd2 bf7ffffb
 306 c0715da3 bf7ffffe
 307 c0b00d46 bf800000
 308 3f29b298 3f26c71f
 309 40893b31 3f800000
 310 3fe41abf 3f7cff63
 311 40dc316c 3f800000
 312 40cd584f 3f800000
 313 3ebea066 3ecd8f5e
 314 404b9d8a 3f7fff8d
 315 3f18d24d 3f19f921
 316 bff05a63 bf7df918
 317 c098c19c bf800000
 318 c0c24c4e bf800000
 319 c030ea19 bf7ff9ef
 320 c0a789f9 bf800000
 321 40d325a3 3f800000
 322 40b1d52e 3f800000
 323 c0c8b38c bf800000
 324 c09b388b bf800000
 325 c0c9604d bf800000
 326 c022ff6f bf7feb49
 327 c0dccc8e bf800000
 328 c0284498 bf7ff2da
 329 3f55f6ea 3f434670
 330 c087b55d bf800000
 331 c03baa3a bf7ffdca
 332 bea2b0b0 beb1949c
 333 40dc631e 3f800000
 334 c0be3396 bf800000
 335 bf58d666 bf44df49
 336 405d773e 3f7fffef
 337 c057b4cd bf7fffe0
 338 c052b661 bf7fffca
 339 c0a23483 bf800000
 340 c022254e bf7fe9bc
 341 40a31db8 3f800000
 342 bf5ed60a bf481c2b
 343 4029f426 3f7ff4a9
 344 40d3acf5 3f800000
 345 3d8c7cdd 3d9e4671
 346 c0db26c7 bf800000
 347 403b2ac9 3f7ffdae
 348 bfaef46b bf725f13
 349 bfbbde76 bf764aa2
 350 c05da047 bf7fffef
 351 3d142ab5 3d271d90
 352 3fcbda46 3f79c727
 353 c0d0d4cd bf800000
 354 c08d0556 bf800000
 355 3f598513 3f453f41
 356 c05dccb3 bf7ffff0
 357 bfa530c4 bf6e989e
 358 4050ac1a 3f7fffbc
 359 c0565c67 bf7fffdb
 360 406b9670 3f7ffffc
 361 bfc740dc bf78e86c
 362 40810efe 3f7fffff
 363 bf3c2948 bf338f5d
 364 40beaa56 3f800000
 365 4097c6e0 3f800000
 366 3ebbc27a 3ecabced
 367 bfe00d99 bf7c97f3
 368 40bcfcad 3f800000
 369 c064f062 bf7ffff9
 370 c0a2117a bf800000
 371 c0c48cbc bf800000
 372 40aa1b2c 3f800000
 373 c00004fd bf7ecdda
 374 bfbeb261 bf770217
 375 c029883d bf7ff43b
 376 c082f618 bf800000
 377 3f0ae43b 3f0e9ce8
 378 c0dbedfe bf800000
 379 4097342b 3f800000
 380 40a0ede3 3f800000
 381 401a2be5 3f7fd4ea
 382 c080d42a bf7fffff
 383 3f791d56 3f54cbb1
 384 400befd5 3f7f7dcb
 385 bfbbff62 bf76533d
 386 c077d1e0 bf7fffff
 387 c0884720 bf800000
 388 3faa488d 3f70a919
 389 3fe0d49d 3f7cacb4
 390 40181185 3f7fccf8
 391 4044b6d8 3f7fff18
 392 3e33a44a 3e48a4bf
 393 c0d9ea34 bf800000
 394 c092b2ee bf800000
 395 4025717d 3f7fef33
 396 bfa3fbdc bf6e132f
 397 4077f09d 3f7fffff
 398 40988fb7 3f800000
 399 c0968b96 bf800000
 400 4061e73f 3f7ffff6
 401 3f0b6b32 3f0f0e3d
 402 40a67f5b 3f800000
 403 40a998e0 3f800000
 404 bf77fd3f bf544d0b
 405 40582211 3f7fffe2
 406 3f85c172 3f5c4c5a
 407 40dc4186 3f800000
 408 c09b50c7 bf800000
 409 bf5c8b1c bf46e34d
 410 40d9f513 3f800000
 411 c0b854a8 bf800000
 412 40144146 3f7fbaff
 413 c07c68f5 bf7fffff
 414 c08fcf1f bf800000
 415 bfa431e5 bf6e2ac2
 416 c070458e bf7ffffe
 417 bf80b15b bf584db0
 418 408ba4d8 3f800000
 419 40b0e3ef 3f800000
 420 3ff2214a 3f7e1686
 421 bfecbb16 bf7db825
 422 3e9caa90 3eab69ce
 423 40ce8c8e 3f800000
 424 bfd829b6 bf7baaa9
 425 c0a631f7 bf800000
 426 c053cb43 bf7fffd0
 427 c080eded bf7fffff
 428 40ce8c8d 3f800000
 429 c0d4d026 bf800000
 430 3bed5171 3c05e3dd
 431 408fad9b 3f800000
 432 bf8cabe2 bf613ef2
 433 c0b1ba0e bf800000
 434 40dc97a6 3f800000
 435 bf4203ac bf3757e2
 436 40d1f764 3f800000
 437 c057aaee bf7fffe0
 438 40a63b1a 3f800000
 439 405a3dde 3f7fffe8
 440 c08f013b bf800000
 441 3f0df7ad 3f112e8c
 442 c0c584e5 bf800000
 443 40953526 3f800000
 444 40587e1c 3f7fffe3
 445 bda755de bdbc6602
 446 c01f4069 bf7fe39c
 447 c095fa15 bf800000
 448 40458aaf 3f7fff2b
 449 c0547920 bf7fffd3
 450 bfe55eef bf7d1d68
 451 c068082c bf7ffffb
 452 40681642 3f7ffffb
 453 3fa3b6f3 3f6df4f9
 454 3f99821b 3f68fdc4
 455 c0acc1a9 bf800000
 456 405a62f5 3f7fffe8
 457 3e002d84 3e0fe19e
 458 bf9b356b bf69e33c
 459 3ff24fb3 3f7e1970
 460 40caf97a 3f800000
 461 bdf65656 be0a5046
 462 402b2b3e 3f7ff5d1
 463 40baf76e 3f800000
 464 3fa96f25 3f7054c5
 465 c091d5fe bf800000
 466 408e4add 3f800000
 467 403c37c2 3f7ffde8
 468 c0bafc8a bf800000
 469 c05f4d12 bf7ffff2
 470 409d2f93 3f800000
 471 40be349f 3f800000
 472 3f94fdb7 3f6677b2
 473 40b10bd0 3f800000
 474 bf912a71 bf642972
 475 3f727757 3f51cfb2
 476 c025b7e4 bf7fef97
 477 4036e468 3f7ffc84
 478 bfded15f bf7c760d
 479 40be4c1d 3f800000
 480 bf1a6bfe bf1b3b9f
 481 3f3b2ddb 3f32e99c
 482 40ad0195 3f800000
 483 c0ba6c52 bf800000
 484 3f9dfd41 3f6b4add
 485 bf8040da bf57f0f9
 486 40b1b1ad 3f800000
 487 3e3205ac 3e46def2
 488 409c2772 3f800000
 489 bfd46f19 bf7b2800
 490 4087478b 3f800000
 491 c0822ee8 bf800000
 492 c0c78e2e bf800000
 493 bfcdacb3 bf7a189a
 494 40b7a95c 3f800000
 495 c065ddfc bf7ffff9
 496 40963477 3f800000
 497 3ff4b4cb 3f7e3e88
 498 c0c2cb86 bf800000
 499 40b54d39 3f800000
 500 3fe96998 3f7d7660
 501 40b46fa9 3f800000
 502 405aa6d5 3f7fffe9
 503 c0bd9e01 bf800000
 504 c0863adf bf800000
 505 40ab902a 3f800000
 506 bfeade08 bf7d93fc
 507 40d1ea16 3f800000
 508 c00c1028 bf7f7f03
 509 bfa2986b bf6d759b
 510 c0a70089 bf800000
 511 40908bf3 3f800000

## f32 erfc  [-8.9, 8.9]  n=512
   0 c0b8dbae 40000000
   1 403d220a 37f54d85
   2 40665de8 34bfcaef
   3 40866b6d 31433139
   4 c0a15ab6 40000000
   5 bff1b00a 3fff07ac
   6 4103c0d8 0c9d1508
   7 c0f84792 40000000
   8 be9198d8 3fa7fdcd
   9 bfd0970a 3ffd49b5
  10 40ff694f 0f991383
  11 c0279b8a 3ffff909
  12 c06505dc 3ffffffc
  13 4011c440 3aa76d3e
  14 40071b7c 3b398e16
  15 c0a06820 40000000
  16 3fc45a07 3cf6304e
  17 40baf6e6 25242352
  18 4101c422 0e17c294
  19 41027249 0d973b89
  20 c088c9cd 40000000
  21 3f7e9838 3e236bb8
  22 be9d0590 3faaf1d2
  23 40c8235e 218724e9
  24 be111834 3f94543e
  25 4103936b 0cbcc998
  26 3fa112c7 3d99e189
  27 40c73801 21c24c51
  28 bfd2c3ca 3ffd74a4
  29 403d14d8 37f688c0
  30 40b01da3 27fe961e
  31 c0f14eb9 40000000
  32 c0362bc6 3ffffe23
  33 c0bb94a5 40000000
  34 40c159fe 236d15a7
  35 4031f647 38b057f7
  36 403811aa 384768ce
  37 c09cf16d 40000000
  38 c02136d7 3ffff3f5
  39 c0684541 3ffffffe
  40 402a5a0f 392f24fa
  41 c1075c42 40000000
  42 40a860fa 29e06577
  43 40211973 39c28ff5
  44 40b5ea6f 2681e06d
  45 3f86a9ec 3e0c1399
  46 3ed7234f 3f0d66e8
  47 c059e17b 3ffffff4
  48 3efceaab 3ef838c5
  49 406d44f3 3429ac2d
  50 bfe65d68 3ffe9a1f
  51 3febd59e 3c164062
  52 bf9c43b1 3ff53704
  53 40d4b21d 1dce4dbe
  54 40ad9e69 2897691c
  55 40dc832d 1b696d5f
  56 4004002c 3b67bd99
  57 3fa69f0e 3d866a88
  58 40dd9c52 1b109479
  59 40f85cf6 121da137
  60 c0df614b 40000000
  61 c0dcdf80 40000000
  62 3f709798 3e3c3a4c
  63 c008e08f 3fffae6b
  64 bd382ddf 3f867d79
  65 40d3409c 1e3cc0bb
  66 c0d471b4 40000000
  67 402bdb91 39193ab6
  68 bf4c4f62 3fded7cc
  69 406efd9b 3409f511
  70 c0f5b562 40000000
  71 410a6835 0788b4c3
  72 3f543d85 3e76ca94
  73 40d7b836 1ce5b10f
  74 bf0ede8d 3fc8f6dc
  75 400a44c7 3b1354ca
  76 c07556cf 40000000
  77 c1005e69 40000000
  78 40f73dbd 128842e5
  79 409f61b6 2c03b103
  80 407c2ee8 32d7aee7
  81 3ff787dd 3bcc7f9b
  82 409f99b8 2bf5b4bf
  83 410825d8 0943e6e3
  84 c0963e9b 40000000
  85 406e6d09 3413abca
  86 40fa70a6 1163638d
  87 c086ca94 40000000
  88 3e6408ac 3f40b874
  89 c108012b 40000000
  90 c084bc36 40000000
  91 40ee02bf 15af6ce5
  92 410bf607 0647a260
  93 40cacfcb 20ba59bb
  94 c01a0516 3fffea31
  95 405d695b 358598e8
  96 402b7273 391eef20
  97 408baa1d 3038ef88
  98 c0f0d4e2 40000000
  99 c0391ef8 3ffffe97
 100 404e52d5 36ac56e5
 101 c018bf55 3fffe7d6
 102 410df88a 04ac2a1f
 103 c0a7d9d9 40000000
 104 4005466e 3b53a83c
 105 c10c7b8d 40000000
 106 c103617e 40000000
 107 c04bb6eb 3fffffc7
 108 404f59d7 369aa502
 109 40c538f5 22547f45
 110 c07c4400 40000000
 111 c001837d 3fff7600
 112 c00df881 3fffc819
 113 403e9ae9 37d480de
 114 408680ce 313ed867
 115 c10a6b72 40000000
 116 c0593b70 3ffffff3
 117 bede0f92 3fbaed2e
 118 c0ad38c1 40000000
 119 407604ef 3369a082
 120 40343636 388f38a6
 121 4100282b 0f4257e1
 122 3fdda3a9 3c6ad7a6
 123 40796394 331971fb
 124 40aa9c2a 2953b508
 125 c0de0a60 40000000
 126 3ae0cc94 3f7f812c
 127 408c8ff5 300fc48a
 128 40531426 364fe454
 129 c03a6f06 3ffffec2
 130 3e639503 3f40d783
 131 40d9d421 1c3a4f4c
 132 3e95e3f1 3f2dc9d9
 133 40520e6f 3667f8b8
 134 c0f67d9b 40000000
 135 c0ca7740 40000000
 136 c10273b2 40000000
 137 407b1edb 32f6c01d
 138 3e1e2457 3f53bdba
 139 c09221cb 40000000
 140 c0888503 40000000
 141 40f28351 1426960f
 142 40f580e0 131e4fb0
 143 3f076d47 3ee8a458
 144 404387a9 378281b8
 145 c10010ee 40000000
 146 4040929e 37af218b
 147 40e20e2e 19a27f9c
 148 c055c389 3fffffed
 149 c0d9e478 40000000
 150 bf57c017 3fe222be
 151 c0af3dd3 40000000
 152 c0d061eb 40000000
 153 c0e18947 40000000
 154 bea102a5 3fabf760
 155 c1071492 40000000
 156 40db2e06 1bd011f4
 157 408e6639 2faaf1ff
 158 c0c77980 40000000
 159 bfacaf65 3ff8c7d5
 160 c0639543 3ffffffc
 161 c084b3c9 40000000
 162 4071cda4 33c42a03
 163 c0e36aaf 40000000
 164 bd92c251 3f8a5512
 165 c057a9e0 3ffffff0
 166 c02d5449 3ffffbcd
 167 40d4f655 1db87204
 168 40ade87b 28890736
 169 3fe0d5bb 3c54cba5
 170 3f8fd3da 3de575df
 171 3f7f5f5e 3e221e6a
 172 bf11bb5e 3fca23c4
 173 4071b268 33c6b9a9
 174 41056b3f 0b5d13c2
 175 3ff6f6f6 3bd06ab8
 176 c038e043 3ffffe8f
 177 c10c2407 40000000
 178 c02ebb2b 3ffffc4d
 179 c042ab87 3fffff72
 180 4079fcee 330e50d9
 181 c1075f43 40000000
 182 409fe82a 2bdee3c3
 183 40a22634 2b59469b
 184 c109ea14 40000000
 185 3fa34f7b 3d91c58c
 186 bfb83ee5 3ffaa6c3
 187 40caa39a 20c7b2e6
 188 4039298e 3833ba33
 189 c0979b23 40000000
 190 4063c9a8 35015120
 191 c104608c 40000000
 192 3fffae6b 3b9af979
 193 40a65843 2a5cb86e
 194 3e1dca08 3f53d69a
 195 4059fa86 35c3e6a2
 196 3f2d4e70 3ead3ec9
 197 bea57896 3fad1a60
 198 407a3a0d 330a1a0e
 199 c0d41240 40000000
 200 c0127dc3 3fffd86c
 201 c0a93e5e 40000000
 202 40ee019c 15afca82
 203 c0d262bb 40000000
 204 bf4c32e8 3fdecf4c
 205 4029d413 39376daa
 206 410a1df7 07bb6271
 207 4054029b 363c0e05
 208 409988f1 2d4bba65
 209 3fc4f54b 3cf20e09
 210 c0d73155 40000000
 211 c0ade892 40000000
 212 3f456f5e 3e8d02c1
 213 c086f1e1 40000000
 214 c05fbe23 3ffffffa
 215 c102ea64 40000000
 216 c0e3a2ce 40000000
 217 408e49b1 2fb074f1
 218 c0192f20 3fffe8ab
 219 c1050736 40000000
 220 bf29c4e4 3fd36a36
 221 c0d314a1 40000000
 222 c04060cd 3fffff4d
 223 4039e06c 3827e10c
 224 bfd02ea6 3ffd4164
 225 40aaac6b 294f3321
 226 40fd92c5 104031eb
 227 c10b5d2e 40000000
 228 c09563ed 40000000
 229 4049f6b3 3707b6f5
 230 bf171eab 3fcc4fc8
 231 3e0a35d1 3f593f40
 232 c055fce7 3fffffed
 233 3ff3aba5 3be8979e
 234 40bb6bb0 250a97d9
 235 c0dba45e 40000000
 236 c08e2e3c 40000000
 237 bee74f7f 3fbd123e
 238 40cd4abf 20090f2c
 239 3f1e4ef0 3ec37e97
 240 405e2fee 3574de1a
 241 409b425f 2cefa899
 242 4017de96 3a4f651b
 243 bfc7df25 3ffc83ec
 244 40165c74 3a69d5a9
 245 c10ac2f5 40000000
 246 402003e0 39d51712
 247 c0574c35 3ffffff0
 248 c0c211bc 40000000
 249 409df6bc 2c4e1fb7
 250 bf7bf55f 3feb0378
 251 3f0385eb 3eef5ad2
 252 c0e6419e 40000000
 253 c0ffbb2d 40000000
 254 4105c4d2 0b190bc8
 255 c0f242ed 40000000
 256 c0a3337c 40000000
 257 bf96b219 3ff3b8ec
 258 c10c9f55 40000000
 259 40c00626 23c4ae4e
 260 40c006f1 23c4730c
 261 40bfa9d5 23e18c3f
 262 4108697c 09139526
 263 40b2587f 2768741e
 264 c0f22601 40000000
 265 c0d6c7d9 40000000
 266 c0d6ab79 40000000
 267 3f5ffef6 3e5d1d9b
 268 40a10a70 2b9b29e8
 269 410a9b8e 075bc10e
 270 3e755c54 3f3c164f
 271 4065b741 34cee386
 272 40d959db 1c64bafd
 273 403f9e3f 37c06780
 274 3f491c41 3e887c4e
 275 c00ecbc0 3fffcb7a
 276 c007af99 3fffa707
 277 3f915a39 3dddc677
 278 40b011d6 28015c37
 279 404ab759 36fb1f11
 280 c0f669f3 40000000
 281 3ca92db0 3f7a090a
 282 c0c1f792 40000000
 283 c1081069 40000000
 284 40b406e4 26ffc9a8
 285 c05e3114 3ffffff8
 286 3f48a9c3 3e8907e3
 287 40ac1210 2900ca52
 288 c0c0a341 40000000
 289 bff2e75d 3fff116f
 290 bf721fe1 3fe8d3b4
 291 408ef377 2f920b25
 292 40b0ae8d 27d0d376
 293 c10853b1 40000000
 294 c0fb239e 40000000
 295 4027a83e 395de3fb
 296 3f909679 3de19a65
 297 c10940f5 40000000
 298 3f212091 3ebf2f25
 299 3e01e788 3f5b8cde
 300 3fed9431 3c0e01d6
 301 401eb5d2 39ed9248
 302 bfb199dc 3ff9a245
 303 41065b9d 0aa4738d
 304 3f0182d2 3ef2db2f
 305 c0941d11 40000000
 306 c099708e 40000000
 307 c0dfd65d 40000000
 308 3f57c228 3e6ee57a
 309 40ae7acd 2860e8b6
 310 40110260 3ab17889
 311 410bfad9 06438a30
 312 41028a6d 0d8945d5
 313 3ef25e39 3f00d220
 314 408170f3 32366b1f
 315 3f424d36 3e90f2df
 316 c018cbbf 3fffe7ee
 317 c0c237fd 40000000
 318 c0f7093e 40000000
 319 c060ef20 3ffffffa
 320 c0d50389 40000000
 321 41063aac 0abc663f
 322 40e21a03 199f2f0f
 323 c0ff2d6d 40000000
 324 c0c55a2d 40000000
 325 c1000489 40000000
 326 c04f3d74 3fffffd9
 327 c10c5d77 40000000
 328 c055f0d0 3fffffed
 329 3f880532 3e0812b5
 330 c0ac8b2a 40000000
 331 c06e9a43 3fffffff
 332 beced954 3fb75372
 333 410c1a70 062ab252
 334 c0f1d3df 40000000
 335 bf89d8c1 3fefa5a5
 336 408cc9fa 3006e17e
 337 c08920a7 40000000
 338 c085f3f1 40000000
 339 c0ce3b74 40000000
 340 c04e281e 3fffffd4
 341 40cf63f4 1f6901a7
 342 bf8da8fc 3ff0f41a
 343 40581581 35f16813
 344 410690b2 0a840ffd
 345 3db29ec2 3f66deae
 346 c10b5156 40000000
 347 406df83b 341bffd5
 348 bfde7146 3ffe35c3
 349 bfeedcac 3ffeef98
 350 c08ce410 40000000
 351 3d3c622f 3f72b94e
 352 4001978f 3b893f8b
 353 c104c1cb 40000000
 354 c0b34c45 40000000
 355 3f8a47cc 3e0199ad
 356 c08d004d 40000000
 357 bfd20725 3ffd665c
 358 4084a7ec 319c8ccd
 359 c08845b6 40000000
 360 4095c435 2e1f42c3
 361 bffd561f 3fff5807
 362 40a416b8 2ae794be
 363 bf6f3bcd 3fe8272f
 364 40f26adb 142e5d63
 365 40c0f932 2388faa1
 366 3eeeb917 3f027850
 367 c00e6f0b 3fffca04
 368 40f04893 14f07841
 369 c0918a30 40000000
 370 c0ce0ee9 40000000
 371 c0f9e622 40000000
 372 40d8471e 1cb509b2
 373 c022c483 3ffff570
 374 bff27515 3fff0de4
 375 c0578c4d 3ffffff0
 376 c0a68208 40000000
 377 3f309735 3ea8995d
 378 c10bcffb 40000000
 379 40c03eab 23b4d70f
 380 40cc9c2c 2034a9ea
 381 4044049c 37788c48
 382 c0a3cbec 40000000
 383 3f9e5d9f 3da42f46
 384 4031eb71 38b10800
 385 bfef0688 3ffef10b
 386 c09d8ae8 40000000
 387 c0ad447d 40000000
 388 3fd880d1 3c894158
 389 400eed8f 3ad001c9
 390 4041581a 37a242d5
 391 407a1bac 330c2e50
 392 3e6466d4 3f409f2f
 393 c10a8816 40000000
 394 c0ba8469 40000000
 395 4052596f 3660cf7c
 396 bfd07e65 3ffd47c0
 397 409d9e72 2c65b8bc
 398 40c1f88d 233afc1f
 399 c0bf6855 40000000
 400 408f9c26 2f71d632
 401 3f3142ce 3ea7a92b
 402 40d3b08e 1e1d3ea7
 403 40d7a174 1cee8d61
 404 bf9da67a 3ff59005
 405 4089661d 30ad5fb5
 406 3faa0f8e 3d76cdda
 407 410c0515 063b1f00
 408 c0c578fe 40000000
 409 bf8c33dd 3ff076d6
 410 410a8eff 0767d28b
 411 c0ea5d01 40000000
 412 403c7ee1 38027955
 413 c0a075ec 40000000
 414 c0b6d7cb 40000000
 415 bfd0c318 3ffd4d31
 416 c098be81 40000000
 417 bfa39faa 3ff6f55d
 418 40b18c1a 279a111c
 419 40e0e74a 1a079d95
 420 4019ecef 3a2fce6d
 421 c0167e3f 3fffe313
 422 3ec730a1 3f150a5a
 423 41034e61 0cf9879b
 424 c0096af9 3fffb195
 425 c0d34e28 40000000
 426 c086a3f6 40000000
 427 c0a3ecae 40000000
 428 41034e61 0cf9879b
 429 c10749cf 40000000
 430 3c16ddd5 3f7d5715
 431 40b6ad2f 26455186
 432 bfb2da89 3ff9d655
 433 c0e1f787 40000000
 434 410c3bd5 0613d6a4
 435 bf76ace6 3fe9dbe8
 436 41057a87 0b4fa588
 437 c0891a60 40000000
 438 40d359c6 1e352a9e
 439 408abd46 306f563f
 440 c0b5d205 40000000
 441 3f348064 3ea32c3b
 442 c0fb21a7 40000000
 443 40bdb4f2 246c0e7a
 444 4089a0a1 30a2cae5
 445 bdd4c14a 3f8ef352
 446 c04a7a1f 3fffffc0
 447 c0beaf55 40000000
 448 407b2903 32f58431
 449 c087127c 40000000
 450 c011d077 3fffd64c
 451 c093818a 40000000
 452 40938a7e 2e9a2477
 453 3fd026c8 3cafcf6c
 454 3fc32cbc 3cfe623e
 455 c0dba5c4 40000000
 456 408ad4da 306949c3
 457 3e22f80a 3f52699c
 458 bfc55633 3ffc41fb
 459 401a0a70 3a2e2cec
 460 410108a7 0e9ffc5f
 461 be1c99a1 3f95eac4
 462 4059a109 35cb9fb3
 463 40edb6ef 15c98bc8
 464 3fd76c65 3c8dc7e8
 465 c0b96b82 40000000
 466 40b4ea28 26ba2b3d
 467 406f4e34 3404d038
 468 c0edbd6e 40000000
 469 c08df4a7 40000000
 470 40c7d9bf 21976c5d
 471 40f1d531 146670cd
 472 3fbd6e77 3d14e842
 473 40e119fe 19f8683e
 474 bfb89164 3ffab271
 475 3f9a23a3 3db561d4
 476 c052b2f2 3fffffe5
 477 406888cd 3494d056
 478 c00da603 3fffc6b9
 479 40f1f30f 1459faae
 480 bf44561b 3fdc677b
 481 3f6dfc21 3e4123c7
 482 40dbf70a 1b940fca
 483 c0ed0610 40000000
 484 3fc8df41 3cd8c9a0
 485 bfa310a1 3ff6d5b2
 486 40e1ece0 19ac332e
 487 3e6257ab 3f412cbc
 488 40c689ec 21fde1b8
 489 c0070c1d 3fffa2d2
 490 40abff88 290403d7
 491 c0a584c8 40000000
 492 c0fdb86e 40000000
 493 c002c013 3fff8171
 494 40e98337 17314aab
 495 c092213c 40000000
 496 40bef990 2412605c
 497 401b9031 3a19e91e
 498 c0f7aafe 40000000
 499 40e68319 182ed645
 500 40146236 3a889e9d
 501 40e56965 188ff9bb
 502 408b0000 305e9a3c
 503 c0f115b0 40000000
 504 c0aaa9f0 40000000
 505 40da215a 1c23a235
 506 c0154efa 3fffe03d
 507 41057212 0b56f9df
 508 c032148b 3ffffd46
 509 bfceba7a 3ffd2306
 510 c0d454cc 40000000
 511 40b7c7e0 26042128

## f32 tgamma  [-33, 33]  n=512
   0 c1ab5b75 1ea4d3c9
   1 412f51e4 4a486e6c
   2 41558ad3 4e89a146
   3 41793477 52bf3bbe
   4 c19591ed a4b38228
   5 c0e0094c 3e329eb2
   6 41f44301 742a17b5
   7 c1e62594 8dbda7fe
   8 bf86f6ab 4190460c
   9 c0c15b1c bcf8bceb
  10 41ecc1fa 71e31f29
  11 c11b5dd8 3610d92c
  12 c1544be8 2fb81181
  13 41071ee8 4643a32a
  14 40fa7add 455eee94
  15 c194b110 a4d23ab2
  16 40b602ea 428e2de3
  17 41ad4f4b 5f7d59e5
  18 41f093e4 730e81f5
  19 41f1d6c0 73732a7c
  20 c17d98a4 2b0d8d5c
  21 406c0029 40838856
  22 bf918dc9 40e1d24f
  23 41b98576 62dc7b2a
  24 bf067f6c c0635190
  25 41f3eec9 7413e378
  26 40954f40 416b21fc
  27 41b8ab49 629e2372
  28 c0c35f33 bc34688e
  29 412f45a9 4a470804
  30 41a340dd 5cb590bd
  31 c1dfaf16 10f0de21
  32 c128ddca b47c9221
  33 c1ade185 1e22a464
  34 41b33af8 61198aa5
  35 4124f6fd 49331276
  36 412aa032 49ca25ab
  37 c1917b1f a615dfd5
  38 c11570ad 36993c8e
  39 c1574e94 2f2940c1
  40 411de90e 48842967
  41 c1faf2f3 071b14ab
  42 419c14dc 5acafdc1
  43 4115556f 47a1cb41
  44 41a8a139 5e2b54ea
  45 4079a854 40a9c409
  46 3fc76cf4 3f63b4f0
  47 c149f7d8 b0c6a861
  48 3fea71fb 3f70adea
  49 415bf0d0 4f4038b7
  50 c0d58a5c bab731b0
  51 40da9c4e 440398ac
  52 c090da13 bd6c5438
  53 41c5296b 66296259
  54 41a0f053 5c1927e5
  55 41cc6856 68408af0
  56 40f4b869 451c191c
  57 409a73cc 41946089
  58 41cd6cf3 689117ab
  59 41e63969 6fea6061
  60 c1cf10d7 151da36d
  61 c1ccbdeb 15188037
  62 405f0555 40512492
  63 c0fdc2d6 39d98fea
  64 be2aba57 c0d8a932
  65 41c3d2e7 65c7031a
  66 c1c4edb7 9767f99c
  67 411f4e68 48a0b8d6
  68 c03d6379 c089ed0a
  69 415d894a 4f78d0a5
  70 c1e3c376 8e2cf72d
  71 42004c76 780325b1
  72 4044bd57 4009333f
  73 41c7f6fb 67018c15
  74 c0046f60 c0da19bc
  75 41002b9e 45a0eb18
  76 c1636bcb ae0f88d9
  77 c1edfcb1 0b4c4439
  78 41e52f2a 6f97d3a7
  79 4193bdcf 589b2e73
  80 4169c3ee 50e64f70
  81 40e573df 447835fd
  82 4193f1bb 58a6f9cc
  83 41fc68ae 76ace194
  84 c18b458a 274cce9c
  85 415d0346 4f6498d8
  86 41e82643 708318f5
  87 c179e4df 2b03a78e
  88 3f536135 3f917aba
  89 c1fc24af 06a9ab73
  90 c1761505 2b7f5775
  91 41dca0c0 6d0bb129
